issue,device,severity,urgent,rating,num_reviews,success_rate,experience_years,distance_km,response_time_min,base_price,service_type,availability,selected
overheating,printer,high,no,3.4,2360,0.39,7,3.87,29,2068,shop_visit,available,1
not_working,scanner,low,no,4.3,790,0.41,3,6.22,116,1220,shop_visit,available,1
strange_noise,printer,low,no,2.4,950,0.49,3,5.85,41,2282,shop_visit,available,1
not_working,scanner,high,yes,4.3,1891,0.94,13,6.48,8,2072,home_service,available,1
not_working,router,medium,yes,2.7,1833,0.49,3,3.6,109,2253,shop_visit,busy,1
not_working,scanner,low,no,2.9,431,0.87,5,7.95,77,865,shop_visit,busy,1
wifi_issue,router,high,no,2.3,2997,0.61,7,1.8,31,1596,home_service,available,1
broken_screen,scanner,medium,no,2.9,274,0.83,2,12.81,26,443,home_service,busy,0
overheating,desktop,high,no,4.1,132,0.47,9,11.77,82,606,shop_visit,offline,0
wifi_issue,router,medium,no,2.5,433,0.86,3,3.5,85,2581,home_service,busy,0
wifi_issue,scanner,low,yes,3.3,2544,0.48,8,12.08,29,287,shop_visit,available,0
broken_screen,laptop,low,no,3.0,2025,0.61,10,7.31,6,2602,home_service,busy,0
slow_performance,printer,low,no,1.6,410,0.6,11,4.84,73,503,shop_visit,busy,0
wifi_issue,router,high,yes,1.5,2056,0.61,2,10.67,89,1828,shop_visit,busy,0
power_issue,desktop,high,no,3.5,469,0.72,6,5.41,20,1483,home_service,available,0
overheating,desktop,low,no,4.2,1444,0.53,7,0.5,30,1495,shop_visit,busy,1
wifi_issue,router,high,no,2.5,931,0.85,9,12.51,47,610,home_service,offline,1
not_working,router,high,yes,3.5,1292,0.41,3,8.78,117,940,shop_visit,offline,0
power_issue,router,medium,yes,3.5,1974,0.33,13,0.73,59,934,home_service,offline,0
wifi_issue,router,high,yes,3.3,2115,0.41,8,3.03,104,2077,home_service,available,0
wifi_issue,desktop,medium,no,2.9,1354,0.87,12,4.1,43,585,shop_visit,available,1
not_working,router,high,no,2.6,2596,0.52,7,4.27,66,1123,shop_visit,available,0
strange_noise,cctv,high,no,2.2,491,0.86,5,9.87,110,2522,shop_visit,available,0
not_working,router,medium,yes,4.1,1896,0.45,2,14.8,64,1309,shop_visit,available,0
overheating,cctv,medium,no,1.6,2661,0.65,11,2.03,79,1081,home_service,available,1
slow_performance,laptop,low,yes,3.6,736,0.43,7,6.3,32,1905,shop_visit,available,0
power_issue,laptop,medium,no,1.6,1716,0.43,4,11.15,64,368,home_service,busy,1
power_issue,cctv,low,yes,3.4,2339,0.47,6,12.4,40,856,shop_visit,available,1
wifi_issue,printer,medium,yes,4.5,1808,0.67,4,13.23,120,2561,home_service,busy,0
strange_noise,desktop,medium,no,1.7,1812,0.63,12,10.62,98,2652,shop_visit,available,1
strange_noise,desktop,medium,yes,1.6,2001,0.5,12,9.83,113,837,shop_visit,available,0
broken_screen,router,high,no,3.0,1471,0.84,3,0.66,58,2378,home_service,available,0
not_working,router,medium,no,1.9,2780,0.91,2,6.48,117,2492,home_service,busy,0
not_working,router,low,yes,4.9,2311,0.51,8,9.66,17,2751,home_service,busy,1
slow_performance,scanner,medium,no,2.3,995,0.53,11,10.1,120,2386,home_service,available,0
wifi_issue,desktop,low,no,4.2,2193,0.72,3,12.95,67,2691,home_service,offline,0
overheating,laptop,high,yes,4.7,2613,0.64,2,1.52,12,1440,home_service,available,1
wifi_issue,router,low,no,2.2,1624,0.37,12,1.9,84,1672,home_service,busy,1
not_working,printer,low,no,2.8,1434,0.86,10,11.65,28,1445,home_service,available,1
overheating,printer,medium,yes,5.0,726,0.39,0,9.94,50,909,shop_visit,available,1
overheating,cctv,low,yes,3.6,1049,0.76,8,12.61,118,2115,home_service,available,0
overheating,scanner,low,no,4.5,1476,0.32,7,7.33,65,1651,home_service,busy,0
not_working,cctv,low,no,1.5,456,0.57,10,2.05,37,488,home_service,available,0
overheating,printer,low,no,1.6,1834,0.6,2,8.63,79,1860,home_service,available,0
strange_noise,laptop,low,no,3.9,1306,0.5,10,4.61,11,620,shop_visit,available,0
overheating,scanner,medium,yes,2.9,2051,0.74,11,4.72,30,2675,shop_visit,available,0
overheating,scanner,medium,no,4.6,2467,0.37,13,8.75,72,1140,shop_visit,available,1
strange_noise,desktop,medium,no,2.1,2953,0.61,10,9.96,16,1204,shop_visit,available,0
broken_screen,laptop,low,yes,3.8,571,0.64,8,11.44,42,643,home_service,available,0
wifi_issue,cctv,high,no,4.2,293,0.74,3,5.8,60,2276,shop_visit,available,1
not_working,scanner,low,no,2.4,540,0.62,11,13.35,37,925,shop_visit,available,0
overheating,laptop,medium,yes,4.6,327,0.62,8,10.57,104,1952,home_service,busy,0
strange_noise,cctv,high,no,1.8,2759,0.56,4,9.58,17,2488,shop_visit,available,1
strange_noise,scanner,medium,yes,3.1,1927,0.35,14,2.78,37,1281,shop_visit,offline,0
slow_performance,desktop,medium,no,2.6,235,0.39,9,10.0,62,1661,home_service,available,0
not_working,scanner,medium,yes,4.3,2898,0.49,9,8.12,108,1251,shop_visit,offline,1
strange_noise,desktop,high,yes,4.3,1725,0.7,0,3.79,76,1584,shop_visit,available,1
overheating,desktop,high,no,2.8,1106,0.5,2,2.1,64,2990,shop_visit,available,1
power_issue,scanner,high,yes,1.8,2121,0.57,7,12.68,110,655,home_service,busy,0
broken_screen,router,medium,no,4.1,1841,0.74,11,11.62,59,1567,shop_visit,busy,1
overheating,desktop,low,no,3.1,1599,0.83,10,11.28,15,2790,shop_visit,available,0
not_working,cctv,high,no,3.2,2465,0.49,11,4.21,22,2469,shop_visit,available,0
wifi_issue,laptop,medium,yes,4.8,2465,0.43,7,4.82,117,1780,home_service,available,0
slow_performance,printer,low,no,3.3,861,0.55,3,7.74,33,1972,home_service,available,1
slow_performance,laptop,low,yes,1.8,1419,0.78,15,3.32,21,577,home_service,available,1
overheating,laptop,medium,no,4.2,1602,0.5,13,5.25,110,1910,home_service,available,1
not_working,router,medium,no,4.0,75,0.67,12,7.27,89,2333,shop_visit,available,0
wifi_issue,router,low,no,1.7,1612,0.53,4,1.28,81,2885,home_service,available,0
not_working,cctv,high,no,2.2,980,0.65,11,14.5,90,1054,shop_visit,available,1
overheating,laptop,high,no,2.9,1786,0.86,0,1.15,46,1056,home_service,busy,0
overheating,laptop,low,yes,2.2,2049,0.47,13,8.42,120,2321,home_service,available,0
strange_noise,cctv,low,no,3.7,2981,0.5,4,12.98,77,1926,shop_visit,busy,0
slow_performance,desktop,low,no,4.0,1156,0.79,13,3.33,47,2896,home_service,available,1
overheating,printer,medium,yes,1.8,661,0.44,10,9.21,83,2438,home_service,busy,0
strange_noise,laptop,low,yes,4.0,1378,0.92,14,12.76,78,1413,home_service,available,1
broken_screen,router,low,yes,3.5,296,0.78,15,11.1,9,1220,shop_visit,available,1
slow_performance,printer,low,no,5.0,2548,0.72,15,13.89,64,294,shop_visit,available,1
slow_performance,router,high,no,4.0,604,0.44,9,2.17,116,1130,home_service,available,1
power_issue,cctv,medium,no,2.9,1009,0.76,3,2.12,43,2667,shop_visit,busy,0
strange_noise,laptop,medium,no,3.0,499,0.75,0,12.09,34,1527,home_service,available,1
wifi_issue,laptop,high,yes,5.0,1184,0.94,8,13.77,45,2221,home_service,available,1
overheating,desktop,low,yes,2.6,1323,0.88,9,3.42,52,2321,home_service,offline,0
power_issue,cctv,low,no,3.0,2904,0.75,7,7.45,7,1098,shop_visit,available,0
strange_noise,printer,high,yes,1.6,2492,0.36,14,2.34,6,429,home_service,busy,1
strange_noise,laptop,medium,yes,3.2,1134,0.8,13,10.66,80,1836,shop_visit,available,1
not_working,router,medium,yes,2.3,599,0.35,10,8.63,76,2809,home_service,available,0
power_issue,cctv,high,yes,2.2,2906,0.63,5,12.11,52,1831,shop_visit,busy,0
slow_performance,laptop,high,yes,2.2,234,0.71,5,5.3,92,2252,shop_visit,busy,1
power_issue,printer,high,yes,2.5,805,0.59,13,0.68,53,2835,shop_visit,available,1
broken_screen,cctv,low,no,3.9,2155,0.64,10,6.73,9,2223,home_service,available,0
wifi_issue,printer,low,yes,2.8,264,0.34,15,9.93,99,667,shop_visit,offline,0
strange_noise,cctv,medium,no,4.6,2570,0.66,4,10.64,65,669,shop_visit,available,1
strange_noise,laptop,medium,yes,4.8,2270,0.53,13,12.47,21,1808,home_service,available,0
wifi_issue,printer,high,yes,2.5,2689,0.72,1,3.52,41,2343,shop_visit,busy,0
overheating,scanner,medium,yes,2.6,2767,0.92,9,6.58,28,2632,shop_visit,available,0
wifi_issue,printer,low,no,2.3,1463,0.74,10,8.79,118,914,shop_visit,busy,0
slow_performance,cctv,low,no,3.3,2045,0.58,2,1.32,31,2113,shop_visit,available,0
strange_noise,router,low,yes,3.0,2517,0.87,2,13.37,18,2866,home_service,busy,0
broken_screen,desktop,medium,no,4.4,2938,0.69,9,11.36,76,2256,shop_visit,available,0
strange_noise,cctv,medium,yes,2.5,698,0.79,0,8.02,31,639,shop_visit,busy,0
slow_performance,laptop,medium,no,4.2,648,0.48,8,12.16,35,2067,home_service,available,1
slow_performance,router,high,no,4.9,222,0.56,4,8.85,116,2670,home_service,busy,0
wifi_issue,laptop,high,yes,3.7,1668,0.5,4,11.51,43,588,shop_visit,busy,1
overheating,laptop,high,no,4.9,59,0.69,6,6.74,63,2781,home_service,offline,0
slow_performance,laptop,medium,yes,3.5,2444,0.36,0,13.73,76,2994,shop_visit,available,1
broken_screen,scanner,high,yes,3.1,2879,0.71,14,4.76,16,1733,shop_visit,busy,0
overheating,scanner,medium,no,1.7,1305,0.85,14,13.95,91,716,home_service,available,0
slow_performance,laptop,low,no,2.5,554,0.79,2,9.35,39,1522,shop_visit,available,1
slow_performance,router,high,no,3.0,2653,0.53,15,5.45,7,2556,shop_visit,busy,0
slow_performance,scanner,high,no,2.2,1227,0.39,2,7.25,15,1356,shop_visit,busy,1
strange_noise,cctv,low,no,4.6,859,0.43,0,7.17,69,2756,shop_visit,busy,0
not_working,printer,low,no,4.1,1194,0.51,4,9.43,87,1708,home_service,available,0
wifi_issue,laptop,high,yes,1.5,1095,0.31,11,13.93,33,398,shop_visit,busy,0
overheating,desktop,low,no,4.4,2425,0.66,4,1.02,80,2521,home_service,available,1
power_issue,cctv,medium,no,3.2,2798,0.69,12,3.45,38,751,home_service,available,0
overheating,router,medium,no,2.5,1112,0.68,6,1.46,5,768,home_service,offline,1
strange_noise,router,high,yes,3.2,1946,0.72,7,13.78,49,2954,shop_visit,busy,1
overheating,cctv,medium,yes,3.0,1316,0.47,11,14.03,108,2017,home_service,busy,1
not_working,cctv,medium,no,3.5,883,0.87,7,7.69,36,465,home_service,available,1
power_issue,router,high,no,3.9,2762,0.88,7,7.07,60,1717,shop_visit,available,1
power_issue,router,medium,no,3.4,1877,0.31,13,11.73,63,2436,shop_visit,available,0
not_working,router,high,yes,5.0,1672,0.54,9,12.96,40,540,home_service,busy,0
not_working,desktop,medium,no,3.2,1879,0.69,4,12.84,50,1370,shop_visit,offline,0
broken_screen,laptop,high,no,2.8,87,0.34,2,1.04,118,983,shop_visit,busy,1
overheating,cctv,medium,no,3.6,1074,0.36,9,4.31,109,1059,home_service,busy,1
strange_noise,desktop,high,yes,4.6,1135,0.35,7,9.99,117,2227,home_service,available,0
strange_noise,router,low,yes,4.9,1713,0.83,4,12.98,18,260,shop_visit,available,1
wifi_issue,router,medium,yes,5.0,1490,0.95,4,10.77,54,2881,home_service,available,1
power_issue,laptop,high,yes,3.4,461,0.72,13,4.07,73,2644,home_service,available,1
strange_noise,laptop,low,no,4.2,2804,0.37,8,0.69,82,485,shop_visit,available,1
strange_noise,desktop,low,no,4.3,2082,0.7,11,1.53,53,2430,home_service,offline,0
not_working,scanner,low,no,3.3,2407,0.85,9,6.24,35,2472,home_service,available,1
strange_noise,scanner,high,no,4.0,1950,0.54,6,11.63,18,1003,shop_visit,available,1
power_issue,desktop,high,yes,3.6,480,0.36,8,4.84,64,1975,home_service,available,1
slow_performance,desktop,low,no,4.9,1305,0.65,10,1.97,86,1311,home_service,available,0
power_issue,desktop,medium,no,2.0,2462,0.56,15,2.28,27,1116,shop_visit,available,0
overheating,router,low,yes,2.6,2559,0.91,1,2.3,67,920,shop_visit,busy,0
overheating,router,high,no,2.2,2498,0.44,3,9.23,50,1147,shop_visit,busy,0
wifi_issue,router,high,yes,2.8,1284,0.65,10,13.38,115,2563,shop_visit,available,1
not_working,scanner,low,yes,3.6,2255,0.73,0,10.89,99,2695,home_service,offline,1
broken_screen,desktop,medium,yes,1.6,1799,0.58,8,3.01,33,696,home_service,available,0
not_working,desktop,medium,no,3.3,1244,0.94,14,12.42,102,1250,shop_visit,available,1
broken_screen,desktop,high,no,2.0,2088,0.71,15,0.63,49,1247,home_service,busy,0
overheating,printer,low,no,1.5,846,0.66,2,5.44,21,684,shop_visit,busy,0
power_issue,desktop,high,yes,4.6,2696,0.88,11,10.73,24,993,home_service,offline,0
broken_screen,desktop,low,yes,2.7,2442,0.86,6,1.38,6,1887,home_service,offline,0
wifi_issue,scanner,low,no,2.8,1298,0.82,5,11.82,109,1360,home_service,available,0
broken_screen,scanner,low,no,3.2,1239,0.83,9,8.57,47,2416,home_service,available,0
power_issue,cctv,high,yes,5.0,639,0.79,3,10.72,101,1307,home_service,busy,1
not_working,router,low,no,4.9,262,0.95,15,3.88,95,692,shop_visit,available,1
power_issue,printer,low,yes,3.1,1209,0.64,1,11.75,98,898,home_service,available,1
overheating,laptop,low,no,2.8,1854,0.61,11,5.58,41,2281,home_service,available,1
wifi_issue,scanner,high,yes,2.0,353,0.5,10,2.13,39,1292,shop_visit,available,1
overheating,scanner,high,yes,3.7,2442,0.83,0,5.84,36,1184,shop_visit,available,1
power_issue,printer,low,no,2.3,2225,0.55,7,6.41,57,2492,shop_visit,busy,0
not_working,desktop,high,yes,2.4,1665,0.49,4,11.97,45,658,home_service,offline,0
strange_noise,scanner,medium,no,1.9,2864,0.9,12,2.36,9,2493,shop_visit,available,1
wifi_issue,router,medium,no,3.4,494,0.49,4,9.28,16,1832,shop_visit,available,0
broken_screen,cctv,high,yes,1.8,1176,0.48,5,13.73,25,968,shop_visit,busy,1
slow_performance,cctv,medium,yes,1.7,382,0.83,13,6.06,112,1573,home_service,available,0
not_working,laptop,medium,no,3.9,1071,0.92,2,8.96,101,2783,home_service,available,0
not_working,scanner,low,yes,1.9,1249,0.85,6,10.33,34,2211,shop_visit,offline,0
not_working,laptop,low,yes,3.5,1159,0.83,3,9.14,87,2189,home_service,available,1
wifi_issue,scanner,high,no,4.7,1469,0.7,2,4.87,19,639,home_service,available,1
slow_performance,scanner,low,yes,2.4,1728,0.47,12,11.12,57,2705,home_service,available,0
wifi_issue,laptop,low,yes,3.7,1943,0.52,1,10.35,17,1540,home_service,available,1
not_working,desktop,high,no,2.4,2186,0.54,3,6.03,39,2881,home_service,available,0
slow_performance,router,low,yes,2.3,1833,0.62,13,14.49,36,2127,home_service,available,1
power_issue,desktop,medium,yes,2.0,352,0.38,11,7.12,76,813,home_service,available,1
power_issue,scanner,medium,yes,1.9,2917,0.37,4,13.54,59,2161,home_service,available,0
overheating,router,medium,yes,2.0,1578,0.53,1,14.86,76,1889,shop_visit,available,1
broken_screen,scanner,medium,no,3.7,644,0.87,0,8.35,16,1283,home_service,available,1
strange_noise,router,high,yes,1.8,2142,0.56,0,12.08,108,2310,shop_visit,busy,0
broken_screen,desktop,medium,yes,1.6,2022,0.84,3,2.2,67,571,home_service,available,1
broken_screen,laptop,high,no,1.6,346,0.67,1,10.74,6,1229,shop_visit,available,0
overheating,scanner,medium,no,4.8,662,0.68,10,12.73,25,1270,home_service,available,1
not_working,router,high,yes,3.5,1946,0.75,2,11.12,35,2000,home_service,busy,0
strange_noise,cctv,high,yes,1.9,999,0.35,12,6.74,72,1416,shop_visit,available,1
not_working,laptop,high,yes,4.7,559,0.75,14,11.19,36,400,shop_visit,offline,1
not_working,printer,medium,yes,2.1,1858,0.8,3,6.76,108,2127,shop_visit,available,1
wifi_issue,router,high,no,3.7,1970,0.72,15,8.67,81,541,shop_visit,available,1
overheating,router,low,no,4.1,895,0.58,1,4.15,60,890,shop_visit,available,1
power_issue,printer,low,no,3.8,1877,0.58,12,7.77,95,1210,shop_visit,available,0
power_issue,desktop,low,no,3.9,1343,0.49,2,8.68,86,2500,home_service,available,1
power_issue,scanner,high,yes,2.0,1381,0.51,0,9.4,30,785,home_service,available,0
power_issue,desktop,low,no,4.7,2856,0.36,5,11.32,72,2612,home_service,available,0
not_working,cctv,low,no,4.1,1041,0.73,2,11.62,52,671,shop_visit,available,1
wifi_issue,cctv,medium,no,1.7,2271,0.42,0,0.96,47,856,home_service,available,0
slow_performance,laptop,medium,no,3.8,2973,0.56,10,3.72,5,458,home_service,offline,0
wifi_issue,laptop,medium,yes,1.6,2410,0.34,5,2.0,50,897,shop_visit,available,0
not_working,scanner,medium,no,2.0,1325,0.33,0,11.7,17,1217,shop_visit,available,0
wifi_issue,laptop,medium,yes,4.2,658,0.68,10,6.16,49,2851,shop_visit,available,1
overheating,router,high,yes,4.2,2685,0.38,14,5.11,7,1423,home_service,busy,1
strange_noise,scanner,low,yes,4.6,104,0.38,3,3.37,37,2088,home_service,available,1
power_issue,laptop,medium,no,2.1,2556,0.54,0,8.81,106,2284,home_service,busy,1
power_issue,router,low,no,1.9,2957,0.8,4,0.58,6,930,shop_visit,busy,1
broken_screen,printer,low,no,2.0,1832,0.42,1,8.99,75,766,shop_visit,busy,0
overheating,scanner,low,yes,2.8,2300,0.45,13,3.66,33,1370,home_service,available,0
not_working,desktop,medium,yes,2.4,1613,0.95,9,10.45,7,406,shop_visit,available,1
power_issue,cctv,medium,yes,4.2,2112,0.4,1,10.89,33,2485,shop_visit,available,1
broken_screen,printer,medium,no,4.1,2449,0.55,7,9.51,10,1721,home_service,busy,0
overheating,router,high,yes,3.6,2802,0.67,1,9.54,28,2678,home_service,busy,0
overheating,desktop,high,no,2.4,2948,0.55,6,5.84,34,2148,home_service,available,1
overheating,laptop,high,yes,3.0,226,0.46,9,14.97,40,1514,shop_visit,available,1
overheating,scanner,high,yes,2.5,2149,0.81,14,7.42,70,1848,shop_visit,available,1
wifi_issue,router,high,yes,4.9,1495,0.6,2,4.3,55,2771,home_service,available,1
wifi_issue,scanner,low,no,4.9,1914,0.58,2,14.94,58,2412,shop_visit,offline,0
power_issue,desktop,low,no,2.9,46,0.75,3,8.68,21,2171,shop_visit,available,1
wifi_issue,scanner,high,yes,3.4,2613,0.43,7,2.17,114,2997,shop_visit,available,0
broken_screen,scanner,high,no,4.2,21,0.78,1,7.71,38,1688,home_service,offline,0
wifi_issue,printer,medium,no,4.6,268,0.7,15,14.36,69,1625,home_service,busy,1
power_issue,router,high,no,3.5,2265,0.48,15,7.39,21,2455,home_service,available,0
strange_noise,printer,low,no,2.6,2082,0.73,3,11.22,53,1056,shop_visit,available,1
overheating,desktop,high,no,3.7,1574,0.9,5,2.39,48,1915,shop_visit,available,0
strange_noise,desktop,high,no,4.6,2470,0.85,13,6.11,21,1904,home_service,available,1
wifi_issue,laptop,low,yes,4.8,646,0.52,4,10.82,66,1042,home_service,available,1
wifi_issue,scanner,low,no,4.2,1100,0.35,2,9.0,21,1741,shop_visit,available,1
wifi_issue,laptop,high,yes,1.6,1044,0.66,9,7.05,11,1874,shop_visit,busy,1
wifi_issue,laptop,high,yes,4.6,1076,0.49,8,12.36,84,276,shop_visit,available,1
power_issue,cctv,low,no,3.1,154,0.56,15,0.53,75,2922,shop_visit,available,1
not_working,scanner,high,yes,2.1,1586,0.42,12,7.22,14,1910,shop_visit,available,0
overheating,scanner,low,yes,1.6,2982,0.95,8,8.3,81,1051,home_service,busy,1
strange_noise,cctv,high,yes,3.4,977,0.72,9,9.29,39,257,shop_visit,available,0
overheating,cctv,high,yes,3.5,2501,0.67,11,4.43,17,362,home_service,available,1
slow_performance,laptop,high,no,3.2,302,0.86,5,11.21,96,2152,shop_visit,busy,0
broken_screen,laptop,medium,yes,2.0,2080,0.82,10,9.58,23,270,home_service,available,1
power_issue,printer,high,no,4.2,1433,0.74,14,2.23,82,1493,shop_visit,busy,1
power_issue,laptop,high,yes,2.1,948,0.57,3,9.39,61,1378,shop_visit,available,1
overheating,printer,low,no,2.8,2120,0.95,3,9.93,44,2065,shop_visit,busy,1
slow_performance,cctv,medium,yes,2.2,1615,0.72,10,12.34,87,1740,home_service,busy,0
broken_screen,printer,high,yes,4.6,1678,0.56,2,0.75,48,1214,shop_visit,busy,1
power_issue,laptop,low,yes,3.6,2401,0.31,14,1.52,102,614,home_service,available,0
not_working,desktop,high,yes,3.2,465,0.61,15,11.24,95,2453,home_service,busy,0
power_issue,printer,medium,no,1.7,594,0.63,15,12.92,92,2462,shop_visit,offline,0
broken_screen,desktop,low,no,4.3,2383,0.53,8,3.53,101,1476,home_service,available,1
broken_screen,cctv,medium,yes,2.4,462,0.61,9,1.37,98,261,home_service,available,1
wifi_issue,printer,high,yes,1.7,2355,0.64,13,4.0,100,865,home_service,available,1
not_working,desktop,medium,yes,2.4,2930,0.7,4,4.23,85,2471,shop_visit,available,0
strange_noise,printer,medium,yes,3.6,2337,0.45,8,10.09,61,2304,home_service,busy,1
broken_screen,cctv,medium,yes,2.2,1763,0.48,2,5.18,88,1347,shop_visit,busy,1
power_issue,printer,low,no,4.8,50,0.63,15,10.7,25,1122,home_service,available,0
power_issue,laptop,low,yes,3.7,1216,0.6,10,7.05,30,1788,shop_visit,busy,0
overheating,scanner,medium,yes,3.8,2172,0.62,1,4.93,13,2792,home_service,available,1
wifi_issue,cctv,medium,yes,2.5,407,0.61,7,12.43,85,3000,shop_visit,available,1
wifi_issue,laptop,high,no,3.4,2595,0.53,15,12.76,91,1086,shop_visit,busy,1
power_issue,desktop,medium,yes,3.8,2017,0.59,7,10.41,87,2584,shop_visit,available,1
broken_screen,router,medium,no,4.6,1063,0.61,15,9.4,24,1404,shop_visit,available,1
broken_screen,desktop,high,no,2.6,106,0.66,14,3.54,60,2363,shop_visit,busy,0
